"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","146/4251","357/18722",7.27220615670654e-15,4.14714083827455e-12,2.82189435076029e-12,"NOTCH2/GSN/CCL27/PPM1E/TMOD3/SYNPO2/ARFIP1/WDR1/MDK/STMN1/NCK1/F2RL1/SPTBN1/LPAR1/AKAP13/PIK3R1/TWF1/ROCK2/CGNL1/EVL/LMOD1/CYFIP2/FERMT2/ABI2/ARPIN/FER/ADD3/JAM3/PDGFRA/ARFGEF1/GRHL3/TACSTD2/BAIAP2/CDK5R1/ADD2/CXCL12/ACTR2/S100A10/SDC4/CCL21/EDN1/IQGAP1/CTTN/ASAP3/SMAD3/RGS4/EPHA1/TMEFF2/FZD10/ADD1/SFRP1/IQGAP3/ECT2/SWAP70/WASF1/DIXDC1/FCHSD2/FAM107A/DSTN/ARPC5/WNT11/SLIT2/AVIL/ARHGEF5/ARF6/FLII/NRP1/DLG1/ALMS1/CARMIL1/MLST8/PYCARD/PRKCD/ACTR3/KANK1/CELSR1/SCIN/MYOC/CTNNA2/PIK3CA/MTSS1/EFNA5/NCKAP1/CYFIP1/CAPZA2/RHOD/RAC1/SPIRE2/TAOK2/PROX1/RHOQ/RHOA/CD47/TJP1/RHOB/CSF1R/CDC42EP5/CDC42/IQGAP2/ARHGDIB/ARHGAP35/CRK/SNX9/LMOD2/PAM/C9orf72/SPTAN1/CAPG/DLC1/SPIRE1/TTC8/ELN/TGFBR1/RHPN2/MYADM/ARHGEF10/CCDC88A/F11R/SVIL/LIMCH1/TEK/NTRK3/TRPM2/RAC3/TAOK1/SSH1/PLEKHH2/ARHGEF19/MET/PTGER4/TMOD2/PAK1/RDX/RGCC/ID1/PHLDB2/PDGFRB/CFL2/KANK4/BAG4/WASL/PPP1R9A/CCN2/TAC1/SEMA3E/NEB",146
"GO:0009913","GO:0009913","epidermal cell differentiation","95/4251","202/18722",1.89289870834073e-14,9.89512799785118e-12,6.73307391431725e-12,"PAFAH1B1/SCEL/LCE2B/EXPH5/KLF4/KRT2/TGM3/TXNIP/ACER1/JAG1/ABCA12/AKR1C3/TP63/LCE1B/CERS3/KRT10/CLIC4/CDSN/FLG/ADAM9/GRHL1/PPL/ROCK2/EREG/TMEM79/KLK5/SPINK5/ASAH1/EVPL/YAP1/PAX6/SULT2B1/EZH2/NCOA3/CD109/UGCG/CNFN/SGPP1/WNT16/OVOL1/CASP14/DNASE1L2/ZFP36L1/CSTA/PLEC/AQP3/SPRR4/CYP26B1/POU4F3/USH2A/LHFPL5/GRHL2/IVL/ALOX15B/ANXA1/FOSL2/TRIM16/FOXN1/DSP/BMP4/KAZN/SLITRK6/SEC24B/HDAC1/IRF6/TCHH/SPRR1B/POU3F1/SFN/EPHA2/VDR/USH1C/HDAC2/ATOH1/NUMA1/MYO7A/SPRR2G/HES1/TGM1/PITX2/SPRR1A/LCE1E/KLF7/PLS1/SRSF6/CDH3/HEY2/TMEM132E/LCE3D/MAFF/STRC/ESRP1/KRT16/SPRR3/S100A7",95
"GO:0031589","GO:0031589","cell-substrate adhesion","146/4251","363/18722",3.6640347758491e-14,1.76803770376165e-11,1.20304947498527e-11,"VAMP3/LAMB4/VIT/PTPN11/JAG1/MDK/FBLN1/CDKN2A/UTRN/FBLN5/ITGA6/ADAM9/NTN4/ONECUT2/ITGA2/COL17A1/PIK3R1/LYVE1/ECM2/ROCK2/KIF14/LYPD3/FERMT2/CCDC80/FER/JAM3/JAK2/RRAS/NEXMIF/EMP2/SLK/APOD/PARVA/TACSTD2/P4HB/FAT2/LAMC3/DUSP3/SNED1/MKLN1/BCL2L11/S100A10/SDC4/ITGBL1/MUC4/TRIP6/ATRN/ITGB5/EPHB3/FERMT1/CCL21/IQGAP1/CTTN/BCL6/FBLN2/ITGA8/SMAD3/EPHA1/TMEFF2/AJUBA/SFRP1/SORBS1/ATRNL1/AXL/ITGAV/MACF1/CDK6/USH2A/GAS6/FAM107A/CD44/RAB1A/DOCK1/NRP1/MICALL2/CD34/CEACAM6/CARMIL1/RIN2/GCNT2/ANTXR1/MMP12/KANK1/MERTK/NDNF/MYOC/CSPG5/SRCIN1/EFNA5/SPOCK2/RHOD/RAC1/LAMC1/TAOK2/L1CAM/ADAMTS12/RHOA/LAMB2/ITGA11/CD36/EPDR1/AGR2/CDC42/DOCK5/CRK/HAS2/NTNG2/SERPINE1/ITGB4/ITGB1/LIMS2/LGALS1/DLC1/EFEMP2/LAMB3/MYADM/MEGF9/FERMT3/LIMCH1/TEK/TIAM1/ACVRL1/RAC3/ADAM15/JUP/NPNT/PPFIA2/ADAMTS9/ID1/PHLDB2/NEDD9/POSTN/COL3A1/GREM1/NID1/SPOCK1/STRC/FZD7/VEGFA/ITGAL/PDPK1/PTN/CCN2/COL8A1/COL1A1/SEMA3E",146
"GO:0001822","GO:0001822","kidney development","123/4251","293/18722",1.06721343215726e-13,4.78187847137319e-11,3.25379734390803e-11,"NOTCH2/GATA3/CAT/SERPINB7/AGTR1/SEC61A1/JAG1/OSR2/TRAF3IP2/HPGD/DCN/FGFR2/CFLAR/WWTR1/WNT2B/YAP1/OSR1/PDGFRA/PECAM1/TACSTD2/BCL2L11/SDC4/LGR4/AHI1/CENPF/SOX9/PTK7/OVOL1/ADIPOQ/IQGAP1/SDC1/SOX11/SPRY1/ITGA8/EPHA4/LRP4/SMAD3/TIPARP/WFS1/GLI3/IRX3/SFRP1/ZBTB16/HOXB7/CYP26B1/SERPINF1/PPAT/FBN1/WNT11/SLIT2/PODXL/AQP11/APAF1/NRP1/DLG1/CD34/CA2/ASS1/FOXJ1/BMP4/NPHP3/ACTA2/ARG2/HSPB11/MTSS1/ACAT1/TGFB2/IRX1/PRDM1/SMAD1/PROX1/STAT1/SMAD5/RHOA/SIX2/SOX4/LAMB2/PDGFD/BMP2/EGR1/HAS2/PAX2/ARID5B/CTNNBIP1/MYC/HES1/TGFBR1/TFAP2B/AKR1B1/TEK/EYA1/MMP9/VANGL2/EPHA7/BICC1/EPCAM/GPR4/CNTRL/MEF2C/PCSK5/HEYL/FRAS1/ADAMTS1/NPNT/SIX4/SULF1/CALB1/PDGFRB/APH1A/IRX2/ENPEP/ERBB4/GREM1/NID1/BAX/ROBO2/POU3F3/RET/RPGRIP1L/CTSH/VEGFA/SIX1/AP2B1",123
"GO:0045229","GO:0045229","external encapsulating structure organization","126/4251","304/18722",1.62781547364026e-13,6.75529485658236e-11,4.59659537423402e-11,"CTSG/TGM3/LAMB4/APLP1/CAV2/VIT/COL9A2/TPSAB1/MYH11/FBLN1/FBLN5/NTN4/COL17A1/CMA1/KLK7/RECK/ECM2/DDR2/ADTRP/CTSV/KLK5/CRTAP/CFLAR/SPINK5/MMP28/SERPINB5/CCDC80/LOX/QSOX1/ATP7A/PDGFRA/OLFML2A/CAV1/ANXA2/COL22A1/TGFBI/SLC2A10/SOX9/FERMT1/LOXL3/FBLN2/KAZALD1/MMP27/MMP2/SMAD3/CTSK/MPZL3/CYP1B1/COL8A2/GAS6/DPT/ELANE/MMP16/SMOC2/ADAM10/ANTXR1/PAPLN/MMP12/COL4A5/FMOD/NDNF/MIA/ADAMTS5/SPOCK2/MMP11/TGFB2/SLC39A8/COL4A1/MFAP4/LAMC1/ADAMTS12/ADAMTS18/SPINT1/TNFRSF1A/COL14A1/LAMB2/TMEM38B/COL12A1/BMP2/ADAMTS14/CST3/MMP7/HAS2/NTNG2/COL1A2/ITGB1/TGM1/SFRP2/ELN/EFEMP2/LAMB3/TGFBR1/MMP9/CRISPLD2/APP/ADAM15/LOXL4/ATXN1L/ADAMTS1/AEBP1/ADAMTSL4/DNAJB6/NPNT/RGCC/DPP4/ADAMTS9/SULF1/PHLDB2/NOXO1/POSTN/COL3A1/SERPINH1/COL27A1/GREM1/NID1/LOXL1/TNR/PXDN/COMP/COL15A1/LUM/CCN2/COL8A1/MMP1/COL1A1/COL5A2",126
"GO:0031032","GO:0031032","actomyosin structure organization","91/4251","196/18722",1.72301478886207e-13,6.75529485658236e-11,4.59659537423402e-11,"PPM1E/TMOD3/WDR1/MYH11/CNN1/STMN1/EPB41L4B/CAPN3/LPAR1/AKAP13/PIK3R1/ROCK2/CGNL1/EVL/LMOD1/CFLAR/FERMT2/ARRB1/PDGFRA/TACSTD2/PRKAR1A/S100A10/SDC4/ITGB5/EDN1/ASAP3/SMAD3/EPHA1/TMEFF2/FRMD6/SFRP1/SORBS1/ECT2/PLEC/KRT8/EPB41/PDCD6IP/OBSCN/WNT11/PGM5/ARHGEF5/RACGAP1/FLII/NRP1/ALMS1/CARMIL1/CSRP1/MYOC/FRMD3/RAC1/PROX1/RHOA/CD47/TJP1/CDC42/LMOD2/ACTA1/KCTD13/ITGB1/EPB41L2/DLC1/TTC8/ELN/TGFBR1/RHPN2/ARHGEF10/CCDC88A/F11R/FRMD5/LIMCH1/MET/PTGER4/TMOD2/PAK1/SIX4/RGCC/PHLDB2/PDGFRB/CFL2/PDLIM1/BAG4/PPP1R9A/LDB3/CDC42BPA/ANLN/TNNT1/CCN2/ACTC1/TAC1/KRT19/NEB",91
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","74/4251","147/18722",1.95802566749389e-13,7.22511471305245e-11,4.91628116513171e-11,"PAFAH1B1/STMN1/NEK2/AURKA/MYBL2/ESPL1/FSD1/KIF4A/CHMP4C/GNAI1/NDC80/CHMP2B/DYNLT1/PSRC1/DLGAP5/NUF2/CENPE/CCNB1/PCNT/TACC3/PAX6/CDC20/TACC2/SPRY2/TTK/GJA1/CHMP1B/NDE1/SPRY1/KIF15/PRC1/TPX2/KIFC1/CENPA/SPC25/AURKB/CDK5RAP2/SAPCD2/RACGAP1/HNRNPU/STIL/FBXW11/CEP97/PLK2/NDEL1/MAP9/SPDL1/KIF23/PLK1/RHOA/KPNB1/MAD2L1/INSC/KIF11/NUSAP1/NUMA1/NSFL1C/NEK6/ITGB1/BORA/RMDN1/ABRAXAS2/ARHGEF10/RAB11A/GOLGA2/DYNC1H1/TUBG1/TACC1/CENPH/WRAP73/MZT1/KIF2A/EFHC1/SMC3",74
"GO:0070482","GO:0070482","response to oxygen levels","139/4251","347/18722",2.17459572568207e-13,7.57846610400202e-11,5.15671676470222e-11,"AQP1/CAT/ANG/RORA/UCP2/CREB1/PTGIS/EGLN3/TGFBR3/CXCR4/MALAT1/ITGA2/REST/CRYAB/FMN2/ROCK2/KCNMA1/SLC11A2/ALAD/CFLAR/SOD3/DNMT3A/PPARGC1A/E2F1/CCNB1/BRIP1/ATP7A/CAV1/EIF4EBP1/CPEB2/HP1BP3/P4HB/CXCL12/FAS/USF1/CCNA2/ATP6V1A/NFE2L2/ALDH3A1/CACNB3/TGFBR2/ADIPOQ/EDN1/EDNRA/SUV39H1/MMP2/ZFP36L1/SMAD3/ITPR2/AJUBA/SFRP1/MYOCD/EPAS1/AQP3/CITED2/NOL3/APOLD1/ARNT2/NDRG1/B3GAT1/HIF1AN/APAF1/CASP1/ASCL2/CD34/VASN/CBFA2T3/PINK1/EGLN1/DNMT3B/NDNF/LMNA/MYB/S100B/HDAC1/PDK3/BACH1/TGFB2/OXTR/SOD2/SLC2A1/TM9SF4/ITPR1/RHOA/BMP2/HDAC2/POU4F2/EGR1/KCNK3/PGF/VHL/KCND2/PRKAA1/CAPN2/HSP90B1/PAM/MYC/PPARA/ADM/KCNMB1/ADORA1/BNIP3L/F7/TEK/ACVRL1/KCNK2/ADAM15/CD38/STC2/TWIST1/LEP/NAMPT/PAK1/RGCC/DPP4/STC1/SUV39H2/ENO1/PLAT/PDGFRB/AK4/POSTN/PDLIM1/PGK1/CPEB1/ARNT/CA9/SLC29A1/NR4A2/FOXO1/MB/LCN2/VEGFA/NOS1/PCK1/PTN/CCN2/COL1A1/PENK",139
"GO:0050673","GO:0050673","epithelial cell proliferation","166/4251","437/18722",2.47460287572774e-13,8.17009675760006e-11,5.55928790087313e-11,"ISL1/NOTCH2/PSEN1/SOX2/GATA3/MAPK1/CLDN1/KRT2/ANG/AGTR1/EGFR/SP1/CAV2/SLURP1/CCN3/EPPK1/MDK/OSR2/SDR16C5/TP63/TGFBR3/CCND1/FABP7/ARG1/UHRF1/EREG/FGFR2/CFLAR/F3/SERPINB5/TCF7L2/NUPR1/YAP1/GLUL/OSR1/KLK8/IGF1/ATP7A/PAX6/CAV1/ERBB2/CXCL12/ATOH8/EGR3/CD109/FGFBP1/GJA1/LGR4/WNT16/LGR5/TGFA/SOX9/FERMT1/TNMD/SOX11/RAP1GAP/PRKCA/ZFP36L1/SMAD3/NR2F2/SFRP1/IQGAP3/SGPP2/SERPINF1/COL8A2/CDK6/BMPR1A/HYAL1/EHF/PURA/HMGB2/PGR/AQP11/SNAI2/ATF2/NRP1/DLG1/BRCA2/RTN4/CD34/CEBPB/STAT6/BMP4/PEX2/NOD2/MMP12/KLF9/ESR1/RPS6KA1/MTSS1/EDNRB/IRF6/STAT3/PPARG/TGFB2/AR/LAMC1/ECM1/PROX1/STAT1/FBXW7/SFN/EPHA2/VDR/CYP7B1/BMP2/ACVR2A/CDC42/XBP1/NRAS/PGF/FMC1/HAS2/GRN/PAX2/IFT57/MYC/HES1/LIMS2/TGM1/GATA2/SFRP2/ZNF703/FGFR1/TGFBR1/FGF9/ATP5IF1/CDKN1C/DLX5/TEK/CNMD/EYA1/SCG2/ACVRL1/SPARC/WFDC1/KRIT1/MEF2C/VASH2/SERPINB1/ZNF580/TWIST1/LEP/CEACAM1/SIX4/RGCC/SULF1/IGFBP5/ID1/APOE/CDKN2B/SRSF6/CDH3/BAX/ARNT/PROK2/FST/ZBED9/MCC/VIP/FZD7/VEGFA/PDPK1/PTN/SIX1/COL8A1",166
"GO:0016055","GO:0016055","Wnt signaling pathway","168/4251","444/18722",2.62662698775007e-13,8.23841554707808e-11,5.60577496596132e-11,"ISL1/PSEN1/SCEL/SOX2/DKK2/PLPP3/GATA3/RAB5A/KLF4/WLS/CDH2/EGFR/IGFBP6/NDRG2/CELSR3/SOSTDC1/MDK/TNIK/CSNK1G2/MAPK14/MITF/CCND1/TMEM198/RYK/RECK/DDX3X/AMER2/RARG/WIF1/CCDC88C/DAB2/HBP1/FGFR2/CCNE1/WWTR1/WNT2B/FERMT2/SCYL2/TCF7L2/YAP1/FZD3/TSKU/CAV1/AXIN2/GRHL3/KREMEN1/TPBGL/ASPM/TNKS2/CSNK1A1/LGR4/TMEM64/ATP6AP2/WNT16/NFKB1/SMARCA4/LGR5/MESP1/SOX9/PTK7/FERMT1/TRPM4/SDC1/JRK/ROR1/FUZ/LRP4/RNF43/SMAD3/GLI3/FZD10/SFRP1/TCF7L1/NLK/APCDD1/MACF1/LYPD6/DIXDC1/CTNND2/WNT11/MDFIC/USP34/DEPDC1B/LRP6/IGFBP2/SNAI2/SOX10/SPIN1/ATP6V1C2/INVS/PLEKHA4/LATS2/JADE1/KANK1/HIC1/CELSR1/NPHP3/FRZB/MYOC/HDAC1/FBXW11/WDR61/PIAS4/SOX7/RBMS3/TPBG/WNT10A/RAC1/MAD2L2/ADGRA2/CCAR2/RHOA/DKK3/ANKRD6/SOX4/FZD1/RNF146/DACT1/BMP2/HMGXB4/EGR1/CDC42/TLE4/DCDC2/PRKAA1/TBL1XR1/FZD6/CTNNBIP1/SMURF1/SFRP2/ZNF703/FOLR1/TGFB1I1/CSNK2A2/ARNTL/GPC6/DLX5/CXXC4/TIAM1/VANGL2/USP47/APP/BICC1/RAC3/VPS35/ZEB2/PRKAA2/JUP/ARHGEF19/MARK1/CMAHP/DRAXIN/TMEM170B/G3BP1/SULF1/APOE/CDH3/GREM1/TLE2/MBD2/RNF213/NR4A2/CTHRC1/MCC/AMOTL2/FZD7/DAAM1/COL1A1",168
"GO:0036293","GO:0036293","response to decreased oxygen levels","131/4251","322/18722",2.79816795666612e-13,8.35852742484123e-11,5.68750429287275e-11,"AQP1/CAT/ANG/RORA/UCP2/CREB1/PTGIS/EGLN3/TGFBR3/CXCR4/MALAT1/ITGA2/REST/CRYAB/FMN2/ROCK2/KCNMA1/SLC11A2/ALAD/CFLAR/SOD3/DNMT3A/PPARGC1A/E2F1/CCNB1/BRIP1/ATP7A/CAV1/EIF4EBP1/CPEB2/HP1BP3/P4HB/CXCL12/USF1/CCNA2/NFE2L2/ALDH3A1/CACNB3/TGFBR2/ADIPOQ/EDN1/EDNRA/SUV39H1/MMP2/ZFP36L1/SMAD3/ITPR2/AJUBA/SFRP1/MYOCD/EPAS1/AQP3/CITED2/NOL3/APOLD1/ARNT2/NDRG1/B3GAT1/HIF1AN/APAF1/CASP1/ASCL2/CD34/VASN/CBFA2T3/PINK1/EGLN1/DNMT3B/NDNF/LMNA/MYB/S100B/PDK3/BACH1/TGFB2/OXTR/SOD2/SLC2A1/TM9SF4/ITPR1/RHOA/BMP2/EGR1/KCNK3/PGF/VHL/KCND2/PRKAA1/CAPN2/HSP90B1/PAM/MYC/PPARA/ADM/KCNMB1/ADORA1/BNIP3L/F7/TEK/ACVRL1/KCNK2/ADAM15/CD38/STC2/TWIST1/LEP/NAMPT/PAK1/RGCC/DPP4/STC1/SUV39H2/ENO1/PLAT/AK4/POSTN/PDLIM1/PGK1/CPEB1/ARNT/CA9/SLC29A1/NR4A2/MB/LCN2/VEGFA/NOS1/PCK1/PTN/CCN2/PENK",131
"GO:0140014","GO:0140014","mitotic nuclear division","120/4251","287/18722",2.97466021544022e-13,8.48183796884386e-11,5.77141013091392e-11,"CAV2/NEK2/CDCA5/AURKA/MYBL2/UBE2S/ESPL1/KIF18B/KIF4A/NCAPG/BUB1B/CDC6/CHMP4C/BUB1/BTC/PTTG1/NCAPH2/ZWINT/NDC80/CHMP2B/EREG/KIF14/PSRC1/DLGAP5/UBE2C/SPAG5/TRIP13/CDC14B/NUF2/ANAPC5/CENPE/IGF1/CCNB1/CDCA8/NAA50/TACC3/CDC20/SMC4/MKI67/NCAPG2/SGO2/FBXO5/FBXO43/CDC25C/KIF2C/TTK/KNTC1/TGFA/CENPF/CHMP1B/CEP85/NDE1/KIF18A/KIF20B/EDN1/KIF15/DSCC1/PRC1/TPX2/KIFC1/CENPK/NCAPH/REEP3/SLF1/KLHDC8B/NCAPD2/PKMYT1/CDCA2/AURKB/CDK5RAP2/KIF22/SGO1/RACGAP1/DSN1/TENT4A/HNRNPU/BMP4/CEP97/NDEL1/MAP9/SPDL1/KIF23/MAD2L2/PLK1/CDC23/RHOA/KPNB1/MAD2L1/RANBP1/CHEK1/CDC42/KIF11/NUSAP1/NUMA1/NSFL1C/NEK6/GEN1/CUL9/BORA/RMDN1/KMT5A/ABRAXAS2/ARHGEF10/RAB11A/DUSP1/GOLGA2/NCAPD3/TUBG1/SMC2/HECW2/RGCC/CDT1/WRAP73/MZT1/PDGFRB/KIF2A/ANAPC7/REC8/SMC3/ANLN",120
"GO:0001666","GO:0001666","response to hypoxia","126/4251","307/18722",3.78019833197311e-13,1.03100800593336e-10,7.01542527970296e-11,"AQP1/CAT/ANG/RORA/UCP2/CREB1/PTGIS/EGLN3/TGFBR3/CXCR4/MALAT1/ITGA2/REST/CRYAB/FMN2/ROCK2/KCNMA1/SLC11A2/ALAD/CFLAR/SOD3/DNMT3A/PPARGC1A/E2F1/CCNB1/BRIP1/ATP7A/CAV1/EIF4EBP1/CPEB2/HP1BP3/P4HB/CXCL12/USF1/CCNA2/NFE2L2/ALDH3A1/TGFBR2/ADIPOQ/EDN1/EDNRA/SUV39H1/MMP2/ZFP36L1/SMAD3/ITPR2/AJUBA/SFRP1/MYOCD/EPAS1/AQP3/CITED2/NOL3/APOLD1/ARNT2/NDRG1/B3GAT1/HIF1AN/APAF1/CASP1/ASCL2/CD34/VASN/CBFA2T3/PINK1/EGLN1/DNMT3B/NDNF/LMNA/MYB/S100B/PDK3/BACH1/TGFB2/SOD2/SLC2A1/TM9SF4/ITPR1/RHOA/BMP2/EGR1/KCNK3/PGF/VHL/KCND2/PRKAA1/CAPN2/HSP90B1/PAM/MYC/PPARA/ADM/KCNMB1/ADORA1/BNIP3L/F7/TEK/ACVRL1/KCNK2/ADAM15/CD38/STC2/TWIST1/LEP/PAK1/RGCC/DPP4/STC1/SUV39H2/ENO1/PLAT/AK4/POSTN/PDLIM1/PGK1/CPEB1/ARNT/CA9/SLC29A1/NR4A2/MB/VEGFA/NOS1/PCK1/PTN/PENK",126
"GO:0198738","GO:0198738","cell-cell signaling by wnt","168/4251","446/18722",4.10911016589987e-13,1.0437567817965e-10,7.10217347560523e-11,"ISL1/PSEN1/SCEL/SOX2/DKK2/PLPP3/GATA3/RAB5A/KLF4/WLS/CDH2/EGFR/IGFBP6/NDRG2/CELSR3/SOSTDC1/MDK/TNIK/CSNK1G2/MAPK14/MITF/CCND1/TMEM198/RYK/RECK/DDX3X/AMER2/RARG/WIF1/CCDC88C/DAB2/HBP1/FGFR2/CCNE1/WWTR1/WNT2B/FERMT2/SCYL2/TCF7L2/YAP1/FZD3/TSKU/CAV1/AXIN2/GRHL3/KREMEN1/TPBGL/ASPM/TNKS2/CSNK1A1/LGR4/TMEM64/ATP6AP2/WNT16/NFKB1/SMARCA4/LGR5/MESP1/SOX9/PTK7/FERMT1/TRPM4/SDC1/JRK/ROR1/FUZ/LRP4/RNF43/SMAD3/GLI3/FZD10/SFRP1/TCF7L1/NLK/APCDD1/MACF1/LYPD6/DIXDC1/CTNND2/WNT11/MDFIC/USP34/DEPDC1B/LRP6/IGFBP2/SNAI2/SOX10/SPIN1/ATP6V1C2/INVS/PLEKHA4/LATS2/JADE1/KANK1/HIC1/CELSR1/NPHP3/FRZB/MYOC/HDAC1/FBXW11/WDR61/PIAS4/SOX7/RBMS3/TPBG/WNT10A/RAC1/MAD2L2/ADGRA2/CCAR2/RHOA/DKK3/ANKRD6/SOX4/FZD1/RNF146/DACT1/BMP2/HMGXB4/EGR1/CDC42/TLE4/DCDC2/PRKAA1/TBL1XR1/FZD6/CTNNBIP1/SMURF1/SFRP2/ZNF703/FOLR1/TGFB1I1/CSNK2A2/ARNTL/GPC6/DLX5/CXXC4/TIAM1/VANGL2/USP47/APP/BICC1/RAC3/VPS35/ZEB2/PRKAA2/JUP/ARHGEF19/MARK1/CMAHP/DRAXIN/TMEM170B/G3BP1/SULF1/APOE/CDH3/GREM1/TLE2/MBD2/RNF213/NR4A2/CTHRC1/MCC/AMOTL2/FZD7/DAAM1/COL1A1",168
"GO:0030198","GO:0030198","extracellular matrix organization","124/4251","301/18722",4.24211225189845e-13,1.0437567817965e-10,7.10217347560523e-11,"CTSG/LAMB4/APLP1/CAV2/VIT/COL9A2/TPSAB1/MYH11/FBLN1/FBLN5/NTN4/COL17A1/CMA1/KLK7/RECK/ECM2/DDR2/ADTRP/CTSV/KLK5/CRTAP/CFLAR/SPINK5/MMP28/SERPINB5/CCDC80/LOX/QSOX1/ATP7A/PDGFRA/OLFML2A/CAV1/ANXA2/COL22A1/TGFBI/SLC2A10/SOX9/FERMT1/LOXL3/FBLN2/KAZALD1/MMP27/MMP2/SMAD3/CTSK/MPZL3/CYP1B1/COL8A2/GAS6/DPT/ELANE/MMP16/SMOC2/ADAM10/ANTXR1/PAPLN/MMP12/COL4A5/FMOD/NDNF/MIA/ADAMTS5/SPOCK2/MMP11/TGFB2/SLC39A8/COL4A1/MFAP4/LAMC1/ADAMTS12/ADAMTS18/SPINT1/TNFRSF1A/COL14A1/LAMB2/TMEM38B/COL12A1/BMP2/ADAMTS14/CST3/MMP7/HAS2/NTNG2/COL1A2/ITGB1/SFRP2/ELN/EFEMP2/LAMB3/TGFBR1/MMP9/CRISPLD2/APP/ADAM15/LOXL4/ATXN1L/ADAMTS1/AEBP1/ADAMTSL4/DNAJB6/NPNT/RGCC/DPP4/ADAMTS9/SULF1/PHLDB2/NOXO1/POSTN/COL3A1/SERPINH1/COL27A1/GREM1/NID1/LOXL1/TNR/PXDN/COMP/COL15A1/LUM/CCN2/COL8A1/MMP1/COL1A1/COL5A2",124
"GO:0050808","GO:0050808","synapse organization","162/4251","426/18722",4.32610813433906e-13,1.0437567817965e-10,7.10217347560523e-11,"PAFAH1B1/PRNP/NTRK2/PSEN1/PDLIM5/LRP8/CDH2/MAPK14/CAST/NRCAM/CNTN2/LHFPL4/NEFH/REST/RYK/INA/YWHAZ/PCLO/UNC13A/POU4F1/CHMP2B/NEFL/CHRNA1/ABI2/TMEM108/DNM3/KLK8/SEZ6/CDC20/SLC8A2/ERBB2/SNCA/BAIAP2/CDK5R1/ADD2/NFIA/NEURL1/ACTR2/ERC2/CACNB3/EPHB3/LRTM2/CTTN/LINGO2/SLIT1/LRRN3/EPHA4/SETD5/ARHGAP33/LRP4/TANC2/FCGR2B/WASF1/OPHN1/KIF1A/GABRB3/SEPTIN11/THBS2/NRXN1/IL1RAP/CTNND2/DLG4/ADGRL1/ARF6/NDRG1/NRP1/DLG1/CX3CR1/RELN/SEMA4D/NGEF/SPARCL1/CAMK2B/ADAM10/C1QL1/CAPRIN1/BSN/NEUROD2/LZTS3/SLITRK6/CDH1/COL4A5/CTNNA2/NFASC/ANK3/SRCIN1/SPOCK2/CYFIP1/TPBG/TANC1/NTN1/OXTR/PPFIBP1/COL4A1/SLITRK1/ITGAM/L1CAM/RHOA/PPFIBP2/ZMYND8/PTPRD/FZD1/LAMB2/SDCBP/ZNF804A/CDC42/C3/NTNG2/PCDH8/CACNB2/NRXN2/CHRNB1/ARC/ITSN1/GPC6/PPFIA4/TIAM1/SPARC/EPHA7/NTRK3/APP/EPHB2/SSH1/NPTN/VPS35/GRM5/AMIGO1/IGF1R/FNTA/MEF2C/CEL/FLRT3/AMIGO2/ADGRL2/SIX4/IGSF9/ZDHHC2/PPFIA2/CBLN1/EFNB2/PTPRF/APOE/SRPX2/MAPT/ERBB4/F2R/MTMR2/WASL/NLGN4X/ROBO2/CUX2/PPP1R9A/PCDHB2/PCDH17/ACTB/SYBU/TNR/BDNF/PTN/SIX1/GABRB2/SEMA3E",162
"GO:0043062","GO:0043062","extracellular structure organization","124/4251","302/18722",5.60640975241122e-13,1.30255586581021e-10,8.86315459884113e-11,"CTSG/LAMB4/APLP1/CAV2/VIT/COL9A2/TPSAB1/MYH11/FBLN1/FBLN5/NTN4/COL17A1/CMA1/KLK7/RECK/ECM2/DDR2/ADTRP/CTSV/KLK5/CRTAP/CFLAR/SPINK5/MMP28/SERPINB5/CCDC80/LOX/QSOX1/ATP7A/PDGFRA/OLFML2A/CAV1/ANXA2/COL22A1/TGFBI/SLC2A10/SOX9/FERMT1/LOXL3/FBLN2/KAZALD1/MMP27/MMP2/SMAD3/CTSK/MPZL3/CYP1B1/COL8A2/GAS6/DPT/ELANE/MMP16/SMOC2/ADAM10/ANTXR1/PAPLN/MMP12/COL4A5/FMOD/NDNF/MIA/ADAMTS5/SPOCK2/MMP11/TGFB2/SLC39A8/COL4A1/MFAP4/LAMC1/ADAMTS12/ADAMTS18/SPINT1/TNFRSF1A/COL14A1/LAMB2/TMEM38B/COL12A1/BMP2/ADAMTS14/CST3/MMP7/HAS2/NTNG2/COL1A2/ITGB1/SFRP2/ELN/EFEMP2/LAMB3/TGFBR1/MMP9/CRISPLD2/APP/ADAM15/LOXL4/ATXN1L/ADAMTS1/AEBP1/ADAMTSL4/DNAJB6/NPNT/RGCC/DPP4/ADAMTS9/SULF1/PHLDB2/NOXO1/POSTN/COL3A1/SERPINH1/COL27A1/GREM1/NID1/LOXL1/TNR/PXDN/COMP/COL15A1/LUM/CCN2/COL8A1/MMP1/COL1A1/COL5A2",124
